month;hour;holiday;weekday;workingday;temperature;humidity;windspeed;weather_clear;weather_cloudy;weather_heavy rain/snow;weather_light rain/snow;count;set
1.013715268956004;-1.2269594023354602;-0.17981829386209713;-1.4967647352313984;-1.4665425136417616;-0.34490354930710043;0.046400814221835285;-0.45321143325869395;-1.3925477331815914;1.6474163984113233;-0.011987443735004528;-0.276103574508738;22;train
0.1441739487768338;-0.07127547768075207;-0.17981829386209713;1.5017910500055025;-1.4665425136417616;0.5104044106723837;1.1592893942453768;0.5263628303119781;-1.3925477331815914;1.6474163984113233;-0.011987443735004528;-0.276103574508738;305;train
-1.0152144781287267;-1.2269594023354602;-0.17981829386209713;0.5022724549265355;0.6818759024699328;0.08275043068264186;1.1592893942453768;-0.820551782097696;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;7;train
-1.3050615848551168;-0.7935779305899447;-0.17981829386209713;1.002031752466019;0.6818759024699328;-1.2002115092865846;1.848220419974236;-0.45321143325869395;-1.3925477331815914;1.6474163984113233;-0.011987443735004528;-0.276103574508738;71;train
-1.594908691581507;0.3621059940647635;-0.17981829386209713;0.5022724549265355;0.6818759024699328;-0.4518170443045359;0.841321228524365;-0.20831786736602595;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;156;train
1.3035623756823942;-1.5158803834991375;-0.17981829386209713;-0.4972461401524315;0.6818759024699328;-0.879471024294278;0.25837959136917654;-0.6981049991513619;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;13;train
0.723868162229614;-1.3714198929172987;-0.17981829386209713;0.5022724549265355;0.6818759024699328;-0.23799005430966497;0.5763477570901884;-0.820551782097696;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;11;train
1.3035623756823942;0.506566484646602;-0.17981829386209713;-0.997005437691915;0.6818759024699328;-0.34490354930710043;-0.37755674007284723;0.03657569852664206;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;257;train
-1.3050615848551168;-1.660340874080976;-0.17981829386209713;-0.997005437691915;0.6818759024699328;-1.9486059742686332;-0.8015142943675297;0.2814692644193101;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;9;train
-0.14567315794955632;0.506566484646602;-0.17981829386209713;1.5017910500055025;-1.4665425136417616;0.7242314006672547;-1.2254718486622123;0.5263628303119781;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;702;train
1.3035623756823942;-0.2157359682625906;-0.17981829386209713;0.00251315738705198;0.6818759024699328;-0.9863845192917134;-0.8545089886543651;1.3834903109363161;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;171;train
-1.594908691581507;0.7954874658102791;-0.17981829386209713;-1.4967647352313984;-1.4665425136417616;-1.8416924792711977;1.000305311384871;-0.6981049991513619;-1.3925477331815914;1.6474163984113233;-0.011987443735004528;-0.276103574508738;108;train
-0.43552026467594646;-0.07127547768075207;-0.17981829386209713;0.5022724549265355;0.6818759024699328;0.18966392568007714;0.841321228524365;-1.5552324797757;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;201;train
-1.594908691581507;0.506566484646602;-0.17981829386209713;1.5017910500055025;-1.4665425136417616;-0.5587305393019714;-0.7485196000806944;1.138596745043648;0.7181082387138522;-0.6070110756238339;-0.011987443735004528;-0.276103574508738;410;train
